"country_name","continent","year","reg_deaths","expected_gbd","expected_wpp","expected_ghe","expected_deaths","death_comp","source","expected_confidence_score"
"Thailand","Asia",2017,468911,470343,488817,473242,477467,98.21,"WMD",96.22
"Thailand","Asia",2018,473541,484772,499760,485890,490141,96.61,"WMD",97
"Thailand","Asia",2019,506211,497502,509091,496726,501106,100,"WMD",97.57
"Timor-Leste","Asia",2015,5165,7182,9125,7001,7769,66.48,"Other",76.72
"Togo","Africa",2015,7018,56601,68513,56867,60660,11.57,"Other",82.61
"Togo","Africa",2016,7182,55789,69679,56497,60655,11.84,"Other",80.07
"Togo","Africa",2017,7217,54820,69148,55984,59984,12.03,"Other",79.28
"Togo","Africa",2018,8318,53916,70551,55483,59983,13.87,"Other",76.42
"Togo","Africa",2019,9006,53555,69792,55179,59509,15.13,"Other",76.74
"Tonga","Oceania",2015,805,653,728,611,664,100,"Other",83.93
"Tonga","Oceania",2016,829,655,728,614,666,100,"Other",84.34
"Tonga","Oceania",2017,837,656,730,617,668,100,"Other",84.52
"Tonga","Oceania",2018,835,657,731,619,669,100,"Other",84.68
"Trinidad and Tobago","Americas",2015,10651,10532,9926,9589,10016,100,"Other",91.05
"Trinidad and Tobago","Americas",2016,11460,10961,10482,9585,10343,100,"Other",87.45
"Trinidad and Tobago","Americas",2017,11410,11234,10914,9555,10568,100,"Other",85.05
"Trinidad and Tobago","Americas",2018,11564,11498,11571,9506,10858,100,"Other",82.15
"Trinidad and Tobago","Americas",2019,11266,11765,11779,9439,10994,100,"Other",80.13
"Tunisia","Africa",2015,64987,63148,67233,62975,64452,100,"WMD",93.67
"Tunisia","Africa",2016,61928,64308,68812,64451,65857,94.03,"WMD",93.45
"Tunisia","Africa",2017,67447,65597,70625,65956,67393,100,"WMD",92.88
"Tunisia","Africa",2018,67364,66727,72123,67075,68642,98.14,"WMD",92.52
"Tunisia","Africa",2019,71060,67618,74090,67566,69758,100,"WMD",91.19
"Turkey","Asia",2015,405528,431529,407307,393952,410929,98.69,"WMD",91.29
"Turkey","Asia",2016,422964,440850,423054,407169,423691,99.83,"WMD",92.36
"Turkey","Asia",2017,426857,446570,421687,417578,428612,99.59,"WMD",93.51
"Turkey","Asia",2018,426785,449289,420022,424060,431124,98.99,"WMD",93.49
"Turkey","Asia",2019,436624,454742,424871,431558,437057,99.9,"WMD",93.43
"Turkmenistan","Asia",2015,32247,31920,37687,36287,35298,91.36,"Other",84.7
"US Virgin Islands","Americas",2015,655,1216,1243,NA,1230,53.25,"Other",97.83
"US Virgin Islands","Americas",2016,632,1221,1251,NA,1236,51.13,"Other",97.6
"US Virgin Islands","Americas",2017,707,1250,1279,NA,1264,55.93,"Other",97.73
"Uganda","Africa",2019,2188,242798,249857,228392,240349,0.91,"Other",91.41
"Ukraine","Europe",2015,594795,714985,596083,627006,646025,92.07,"WMD",83.37
"Ukraine","Europe",2016,583631,694408,568014,624270,628897,92.8,"WMD",81.8
"Ukraine","Europe",2017,574123,690449,558528,597988,615655,93.25,"WMD",80.89
"Ukraine","Europe",2018,587665,702356,583125,606852,630778,93.17,"WMD",83.02
"Ukraine","Europe",2019,581114,698663,586531,594326,626507,92.75,"WMD",83.95
"United Arab Emirates","Asia",2018,8794,27412,12102,20093,19869,44.26,"WMD",44.15
"United Arab Emirates","Asia",2019,9006,29113,13552,20932,21199,42.48,"WMD",46.55
"United Kingdom","Europe",2015,612061,587289,601754,619177,602740,100,"WMD",94.85
"United Kingdom","Europe",2016,596401,589437,595812,615531,600260,99.36,"WMD",95.76
"United Kingdom","Europe",2017,606870,594166,605595,610209,603323,100,"WMD",97.37
"United Kingdom","Europe",2018,613309,612292,615560,613229,613694,99.94,"WMD",99.47
"United Kingdom","Europe",2019,600532,621815,585237,614516,607189,98.9,"WMD",94.12
"United States","Americas",2015,2706977,2705487,2699590,2713463,2706180,100,"WMD",99.49
"United States","Americas",2016,2733802,2765250,2720154,2745072,2743492,99.65,"WMD",98.37
"United States","Americas",2017,2810988,2789710,2772099,2814208,2792006,100,"WMD",98.5
"United States","Americas",2018,2839074,2870515,2780175,2888969,2846553,99.74,"WMD",96.23
"United States","Americas",2019,2852633,2946456,2778148,2949214,2891273,98.66,"WMD",94.2
"Uruguay","Americas",2015,32967,32801,32549,32955,32768,100,"WMD",98.77
"Uruguay","Americas",2016,34273,32970,32880,34271,33374,100,"WMD",95.94
"Uruguay","Americas",2017,33173,33306,33281,33168,33252,99.76,"WMD",99.59
"Uruguay","Americas",2018,34128,33533,33805,34128,33822,100,"WMD",98.26
"Uruguay","Americas",2019,34807,33847,34484,34806,34379,100,"WMD",97.24
"Uzbekistan","Asia",2015,152035,200241,192576,172487,188435,80.68,"WMD",86.14
"Uzbekistan","Asia",2016,154791,201495,193460,172935,189297,81.77,"WMD",85.83
"Uzbekistan","Asia",2017,160723,202155,194513,173125,189931,84.62,"WMD",85.64
"Uzbekistan","Asia",2018,154913,203349,198098,171921,191123,81.05,"WMD",84.54
"Uzbekistan","Asia",2019,154570,203599,200442,170281,191441,80.74,"WMD",83.64
"Vanuatu","Oceania",2015,266,2045,1661,1978,1895,14.04,"Other",81.22
"Vanuatu","Oceania",2016,205,2086,1678,2022,1929,10.63,"Other",80.44
"Vanuatu","Oceania",2017,153,2134,1693,2064,1964,7.79,"Other",79.33
"Vanuatu","Oceania",2018,200,2185,1707,2101,1998,10.01,"Other",78.12
"Venezuela","Americas",2015,163712,162477,183274,159705,168485,97.17,"Other",87.14
"Venezuela","Americas",2016,185697,166605,203029,165832,178489,100,"Other",81.68
"Venezuela","Americas",2017,188034,170057,208576,168187,182273,100,"Other",80.64
"Venezuela","Americas",2018,176539,175061,209334,169813,184736,95.56,"Other",81.12
"Venezuela","Americas",2019,133072,186929,206669,172090,188563,70.57,"Other",83.27
"Vietnam","Asia",2018,569338,622120,632414,718464,657666,86.57,"Other",86.59
"Vietnam","Asia",2019,556015,631818,642313,727941,667357,83.32,"Other",86.8
"Yemen","Asia",2016,25927,167865,177297,155763,166975,15.53,"Other",87.85
"Yemen","Asia",2017,31999,173263,182794,161349,172469,18.55,"Other",88.27
"Yemen","Asia",2018,41482,189408,204264,176021,189898,21.84,"Other",86.17
"Yemen","Asia",2019,79302,174542,202552,170039,182378,43.48,"Other",83.95
"Zambia","Africa",2016,40889,124351,116340,120371,120354,33.97,"Other",93.56
"Zambia","Africa",2017,39150,124850,117736,120861,121149,32.32,"Other",94.3
"Zambia","Africa",2018,29085,123943,120307,121221,121824,23.87,"Other",97.07
"Zambia","Africa",2019,32062,123355,120730,121105,121730,26.34,"Other",97.87
"Zimbabwe","Africa",2015,42137,133035,124445,126129,127870,32.95,"Other",93.54
